counts,transA,transB,M,N,K,lda,ldb,ldc
108,N,T,26880,2688,384,26880,2688,44160
36,N,T,26880,2688,384,44160,2688,44160
96,N,T,26880,3072,384,26880,3072,44160
32,N,T,26880,3072,384,44160,3072,44160
1,N,T,26880,768,384,26880,768,44160
1,N,T,26880,768,384,44160,768,44160
14,N,T,2688,1152,384,2688,1152,44160
6,N,T,2688,1152,384,44160,1152,44160
12,N,T,2688,1153,384,2688,1153,44160
4,N,T,2688,1153,384,44160,1153,44160
18,N,T,2688,1536,384,2688,1536,44160
6,N,T,2688,1536,384,44160,1536,44160
4,N,T,2688,1920,384,2688,1920,44160
13,N,T,27264,1152,384,27264,1152,44160
5,N,T,27264,1152,384,44160,1152,44160
12,N,T,27264,1153,384,27264,1153,44160
4,N,T,27264,1153,384,44160,1153,44160
10,N,T,27264,1536,384,27264,1536,44160
4,N,T,27264,1536,384,44160,1536,44160
11,N,T,27264,1920,384,27264,1920,44160
3,N,T,27264,1920,384,44160,1920,44160
2,N,T,27264,2304,384,27264,2304,44160
108,N,T,27264,2688,384,27264,2688,44160
36,N,T,27264,2688,384,44160,2688,44160
96,N,T,27264,3072,384,27264,3072,44160
32,N,T,27264,3072,384,44160,3072,44160
12,N,T,27648,1152,384,27648,1152,44160
4,N,T,27648,1152,384,44160,1152,44160
12,N,T,27648,1153,384,27648,1153,44160
4,N,T,27648,1153,384,44160,1153,44160
1,N,T,27648,1536,384,27648,1536,44160
1,N,T,27648,1536,384,44160,1536,44160
10,N,T,27648,1920,384,27648,1920,44160
4,N,T,27648,1920,384,44160,1920,44160
11,N,T,27648,2304,384,27648,2304,44160
3,N,T,27648,2304,384,44160,2304,44160
110,N,T,27648,2688,384,27648,2688,44160
36,N,T,27648,2688,384,44160,2688,44160
96,N,T,27648,3072,384,27648,3072,44160
32,N,T,27648,3072,384,44160,3072,44160
12,N,T,28032,1152,384,28032,1152,44160
4,N,T,28032,1152,384,44160,1152,44160
12,N,T,28032,1153,384,28032,1153,44160
4,N,T,28032,1153,384,44160,1153,44160
1,N,T,28032,1920,384,28032,1920,44160
1,N,T,28032,1920,384,44160,1920,44160
10,N,T,28032,2304,384,28032,2304,44160
4,N,T,28032,2304,384,44160,2304,44160
121,N,T,28032,2688,384,28032,2688,44160
39,N,T,28032,2688,384,44160,2688,44160
96,N,T,28032,3072,384,28032,3072,44160
32,N,T,28032,3072,384,44160,3072,44160
2,N,T,28032,384,384,28032,384,44160
12,N,T,28416,1152,384,28416,1152,44160
4,N,T,28416,1152,384,44160,1152,44160
12,N,T,28416,1153,384,28416,1153,44160
4,N,T,28416,1153,384,44160,1153,44160
1,N,T,28416,2304,384,28416,2304,44160
1,N,T,28416,2304,384,44160,2304,44160
129,N,T,28416,2688,384,28416,2688,44160
43,N,T,28416,2688,384,44160,2688,44160
98,N,T,28416,3072,384,28416,3072,44160
32,N,T,28416,3072,384,44160,3072,44160
9,N,T,28416,384,384,28416,384,44160
3,N,T,28416,384,384,44160,384,44160
2,N,T,28416,768,384,28416,768,44160
14,N,T,28800,1152,384,28800,1152,44160
4,N,T,28800,1152,384,44160,1152,44160
12,N,T,28800,1153,384,28800,1153,44160
4,N,T,28800,1153,384,44160,1153,44160
121,N,T,28800,2688,384,28800,2688,44160
41,N,T,28800,2688,384,44160,2688,44160
107,N,T,28800,3072,384,28800,3072,44160
35,N,T,28800,3072,384,44160,3072,44160
3,N,T,28800,384,384,28800,384,44160
1,N,T,28800,384,384,44160,384,44160
9,N,T,28800,768,384,28800,768,44160
3,N,T,28800,768,384,44160,768,44160
21,N,T,29184,1152,384,29184,1152,44160
7,N,T,29184,1152,384,44160,1152,44160
12,N,T,29184,1153,384,29184,1153,44160
4,N,T,29184,1153,384,44160,1153,44160
2,N,T,29184,1536,384,29184,1536,44160
120,N,T,29184,2688,384,29184,2688,44160
40,N,T,29184,2688,384,44160,2688,44160
108,N,T,29184,3072,384,29184,3072,44160
36,N,T,29184,3072,384,44160,3072,44160
9,N,T,29184,384,384,29184,384,44160
3,N,T,29184,384,384,44160,384,44160
3,N,T,29184,768,384,29184,768,44160
1,N,T,29184,768,384,44160,768,44160
15,N,T,29568,1152,384,29568,1152,44160
5,N,T,29568,1152,384,44160,1152,44160
12,N,T,29568,1153,384,29568,1153,44160
4,N,T,29568,1153,384,44160,1153,44160
9,N,T,29568,1536,384,29568,1536,44160
3,N,T,29568,1536,384,44160,1536,44160
2,N,T,29568,1920,384,29568,1920,44160
120,N,T,29568,2688,384,29568,2688,44160
40,N,T,29568,2688,384,44160,2688,44160
108,N,T,29568,3072,384,29568,3072,44160
36,N,T,29568,3072,384,44160,3072,44160
1,N,T,29568,384,384,29568,384,44160
1,N,T,29568,384,384,44160,384,44160
9,N,T,29568,768,384,29568,768,44160
3,N,T,29568,768,384,44160,768,44160
21,N,T,29952,1152,384,29952,1152,44160
7,N,T,29952,1152,384,44160,1152,44160
12,N,T,29952,1153,384,29952,1153,44160
4,N,T,29952,1153,384,44160,1153,44160
3,N,T,29952,1536,384,29952,1536,44160
1,N,T,29952,1536,384,44160,1536,44160
9,N,T,29952,1920,384,29952,1920,44160
3,N,T,29952,1920,384,44160,1920,44160
2,N,T,29952,2304,384,29952,2304,44160
120,N,T,29952,2688,384,29952,2688,44160
40,N,T,29952,2688,384,44160,2688,44160
108,N,T,29952,3072,384,29952,3072,44160
36,N,T,29952,3072,384,44160,3072,44160
1,N,T,29952,768,384,29952,768,44160
1,N,T,29952,768,384,44160,768,44160
13,N,T,30336,1152,384,30336,1152,44160
5,N,T,30336,1152,384,44160,1152,44160
12,N,T,30336,1153,384,30336,1153,44160
4,N,T,30336,1153,384,44160,1153,44160
9,N,T,30336,1536,384,30336,1536,44160
3,N,T,30336,1536,384,44160,1536,44160
3,N,T,30336,1920,384,30336,1920,44160
1,N,T,30336,1920,384,44160,1920,44160
9,N,T,30336,2304,384,30336,2304,44160
3,N,T,30336,2304,384,44160,2304,44160
122,N,T,30336,2688,384,30336,2688,44160
40,N,T,30336,2688,384,44160,2688,44160
108,N,T,30336,3072,384,30336,3072,44160
36,N,T,30336,3072,384,44160,3072,44160
12,N,T,30720,1152,384,30720,1152,44160
4,N,T,30720,1152,384,44160,1152,44160
12,N,T,30720,1153,384,30720,1153,44160
4,N,T,30720,1153,384,44160,1153,44160
1,N,T,30720,1536,384,30720,1536,44160
1,N,T,30720,1536,384,44160,1536,44160
9,N,T,30720,1920,384,30720,1920,44160
3,N,T,30720,1920,384,44160,1920,44160
3,N,T,30720,2304,384,30720,2304,44160
1,N,T,30720,2304,384,44160,2304,44160
131,N,T,30720,2688,384,30720,2688,44160
43,N,T,30720,2688,384,44160,2688,44160
108,N,T,30720,3072,384,30720,3072,44160
36,N,T,30720,3072,384,44160,3072,44160
2,N,T,30720,384,384,30720,384,44160
12,N,T,3072,1152,384,3072,1152,44160
4,N,T,3072,1152,384,44160,1152,44160
12,N,T,3072,1153,384,3072,1153,44160
4,N,T,3072,1153,384,44160,1153,44160
2,N,T,3072,1536,384,3072,1536,44160
2,N,T,3072,1536,384,44160,1536,44160
18,N,T,3072,1920,384,3072,1920,44160
6,N,T,3072,1920,384,44160,1920,44160
4,N,T,3072,2304,384,3072,2304,44160
12,N,T,31104,1152,384,31104,1152,44160
4,N,T,31104,1152,384,44160,1152,44160
12,N,T,31104,1153,384,31104,1153,44160
4,N,T,31104,1153,384,44160,1153,44160
1,N,T,31104,1920,384,31104,1920,44160
1,N,T,31104,1920,384,44160,1920,44160
9,N,T,31104,2304,384,31104,2304,44160
3,N,T,31104,2304,384,44160,2304,44160
134,N,T,31104,2688,384,31104,2688,44160
44,N,T,31104,2688,384,44160,2688,44160
108,N,T,31104,3072,384,31104,3072,44160
36,N,T,31104,3072,384,44160,3072,44160
9,N,T,31104,384,384,31104,384,44160
3,N,T,31104,384,384,44160,384,44160
2,N,T,31104,768,384,31104,768,44160
14,N,T,31488,1152,384,31488,1152,44160
4,N,T,31488,1152,384,44160,1152,44160
12,N,T,31488,1153,384,31488,1153,44160
4,N,T,31488,1153,384,44160,1153,44160
1,N,T,31488,2304,384,31488,2304,44160
1,N,T,31488,2304,384,44160,2304,44160
141,N,T,31488,2688,384,31488,2688,44160
47,N,T,31488,2688,384,44160,2688,44160
110,N,T,31488,3072,384,31488,3072,44160
36,N,T,31488,3072,384,44160,3072,44160
1,N,T,31488,384,384,31488,384,44160
1,N,T,31488,384,384,44160,384,44160
9,N,T,31488,768,384,31488,768,44160
3,N,T,31488,768,384,44160,768,44160
21,N,T,31872,1152,384,31872,1152,44160
7,N,T,31872,1152,384,44160,1152,44160
12,N,T,31872,1153,384,31872,1153,44160
4,N,T,31872,1153,384,44160,1153,44160
2,N,T,31872,1536,384,31872,1536,44160
133,N,T,31872,2688,384,31872,2688,44160
45,N,T,31872,2688,384,44160,2688,44160
119,N,T,31872,3072,384,31872,3072,44160
39,N,T,31872,3072,384,44160,3072,44160
2,N,T,31872,384,384,31872,384,44160
1,N,T,31872,768,384,31872,768,44160
1,N,T,31872,768,384,44160,768,44160
13,N,T,32256,1152,384,32256,1152,44160
5,N,T,32256,1152,384,44160,1152,44160
12,N,T,32256,1153,384,32256,1153,44160
4,N,T,32256,1153,384,44160,1153,44160
9,N,T,32256,1536,384,32256,1536,44160
3,N,T,32256,1536,384,44160,1536,44160
2,N,T,32256,1920,384,32256,1920,44160
132,N,T,32256,2688,384,32256,2688,44160
44,N,T,32256,2688,384,44160,2688,44160
120,N,T,32256,3072,384,32256,3072,44160
40,N,T,32256,3072,384,44160,3072,44160
9,N,T,32256,384,384,32256,384,44160
3,N,T,32256,384,384,44160,384,44160
2,N,T,32256,768,384,32256,768,44160
14,N,T,32640,1152,384,32640,1152,44160
4,N,T,32640,1152,384,44160,1152,44160
12,N,T,32640,1153,384,32640,1153,44160
4,N,T,32640,1153,384,44160,1153,44160
1,N,T,32640,1536,384,32640,1536,44160
1,N,T,32640,1536,384,44160,1536,44160
9,N,T,32640,1920,384,32640,1920,44160
3,N,T,32640,1920,384,44160,1920,44160
2,N,T,32640,2304,384,32640,2304,44160
132,N,T,32640,2688,384,32640,2688,44160
44,N,T,32640,2688,384,44160,2688,44160
120,N,T,32640,3072,384,32640,3072,44160
40,N,T,32640,3072,384,44160,3072,44160
1,N,T,32640,384,384,32640,384,44160
1,N,T,32640,384,384,44160,384,44160
9,N,T,32640,768,384,32640,768,44160
3,N,T,32640,768,384,44160,768,44160
21,N,T,33024,1152,384,33024,1152,44160
7,N,T,33024,1152,384,44160,1152,44160
12,N,T,33024,1153,384,33024,1153,44160
4,N,T,33024,1153,384,44160,1153,44160
2,N,T,33024,1536,384,33024,1536,44160
1,N,T,33024,1920,384,33024,1920,44160
1,N,T,33024,1920,384,44160,1920,44160
9,N,T,33024,2304,384,33024,2304,44160
3,N,T,33024,2304,384,44160,2304,44160
134,N,T,33024,2688,384,33024,2688,44160
44,N,T,33024,2688,384,44160,2688,44160
120,N,T,33024,3072,384,33024,3072,44160
40,N,T,33024,3072,384,44160,3072,44160
1,N,T,33024,768,384,33024,768,44160
1,N,T,33024,768,384,44160,768,44160
13,N,T,33408,1152,384,33408,1152,44160
5,N,T,33408,1152,384,44160,1152,44160
12,N,T,33408,1153,384,33408,1153,44160
4,N,T,33408,1153,384,44160,1153,44160
9,N,T,33408,1536,384,33408,1536,44160
3,N,T,33408,1536,384,44160,1536,44160
2,N,T,33408,1920,384,33408,1920,44160
1,N,T,33408,2304,384,33408,2304,44160
1,N,T,33408,2304,384,44160,2304,44160
143,N,T,33408,2688,384,33408,2688,44160
47,N,T,33408,2688,384,44160,2688,44160
120,N,T,33408,3072,384,33408,3072,44160
40,N,T,33408,3072,384,44160,3072,44160
2,N,T,33408,384,384,33408,384,44160
12,N,T,33792,1152,384,33792,1152,44160
4,N,T,33792,1152,384,44160,1152,44160
12,N,T,33792,1153,384,33792,1153,44160
4,N,T,33792,1153,384,44160,1153,44160
1,N,T,33792,1536,384,33792,1536,44160
1,N,T,33792,1536,384,44160,1536,44160
9,N,T,33792,1920,384,33792,1920,44160
3,N,T,33792,1920,384,44160,1920,44160
2,N,T,33792,2304,384,33792,2304,44160
144,N,T,33792,2688,384,33792,2688,44160
48,N,T,33792,2688,384,44160,2688,44160
120,N,T,33792,3072,384,33792,3072,44160
40,N,T,33792,3072,384,44160,3072,44160
9,N,T,33792,384,384,33792,384,44160
3,N,T,33792,384,384,44160,384,44160
2,N,T,33792,768,384,33792,768,44160
14,N,T,34176,1152,384,34176,1152,44160
4,N,T,34176,1152,384,44160,1152,44160
12,N,T,34176,1153,384,34176,1153,44160
4,N,T,34176,1153,384,44160,1153,44160
1,N,T,34176,1920,384,34176,1920,44160
1,N,T,34176,1920,384,44160,1920,44160
9,N,T,34176,2304,384,34176,2304,44160
3,N,T,34176,2304,384,44160,2304,44160
146,N,T,34176,2688,384,34176,2688,44160
48,N,T,34176,2688,384,44160,2688,44160
120,N,T,34176,3072,384,34176,3072,44160
40,N,T,34176,3072,384,44160,3072,44160
1,N,T,34176,384,384,34176,384,44160
1,N,T,34176,384,384,44160,384,44160
9,N,T,34176,768,384,34176,768,44160
3,N,T,34176,768,384,44160,768,44160
21,N,T,34560,1152,384,34560,1152,44160
7,N,T,34560,1152,384,44160,1152,44160
12,N,T,34560,1153,384,34560,1153,44160
4,N,T,34560,1153,384,44160,1153,44160
2,N,T,34560,1536,384,34560,1536,44160
1,N,T,34560,2304,384,34560,2304,44160
1,N,T,34560,2304,384,44160,2304,44160
153,N,T,34560,2688,384,34560,2688,44160
51,N,T,34560,2688,384,44160,2688,44160
122,N,T,34560,3072,384,34560,3072,44160
40,N,T,34560,3072,384,44160,3072,44160
1,N,T,34560,768,384,34560,768,44160
1,N,T,34560,768,384,44160,768,44160
12,N,T,3456,1152,384,3456,1152,44160
4,N,T,3456,1152,384,44160,1152,44160
12,N,T,3456,1153,384,3456,1153,44160
4,N,T,3456,1153,384,44160,1153,44160
2,N,T,3456,1920,384,3456,1920,44160
2,N,T,3456,1920,384,44160,1920,44160
18,N,T,3456,2304,384,3456,2304,44160
6,N,T,3456,2304,384,44160,2304,44160
4,N,T,3456,2688,384,3456,2688,44160
13,N,T,34944,1152,384,34944,1152,44160
5,N,T,34944,1152,384,44160,1152,44160
12,N,T,34944,1153,384,34944,1153,44160
4,N,T,34944,1153,384,44160,1153,44160
9,N,T,34944,1536,384,34944,1536,44160
3,N,T,34944,1536,384,44160,1536,44160
2,N,T,34944,1920,384,34944,1920,44160
145,N,T,34944,2688,384,34944,2688,44160
49,N,T,34944,2688,384,44160,2688,44160
131,N,T,34944,3072,384,34944,3072,44160
43,N,T,34944,3072,384,44160,3072,44160
2,N,T,34944,384,384,34944,384,44160
12,N,T,35328,1152,384,35328,1152,44160
4,N,T,35328,1152,384,44160,1152,44160
12,N,T,35328,1153,384,35328,1153,44160
4,N,T,35328,1153,384,44160,1153,44160
1,N,T,35328,1536,384,35328,1536,44160
1,N,T,35328,1536,384,44160,1536,44160
9,N,T,35328,1920,384,35328,1920,44160
3,N,T,35328,1920,384,44160,1920,44160
2,N,T,35328,2304,384,35328,2304,44160
144,N,T,35328,2688,384,35328,2688,44160
48,N,T,35328,2688,384,44160,2688,44160
132,N,T,35328,3072,384,35328,3072,44160
44,N,T,35328,3072,384,44160,3072,44160
9,N,T,35328,384,384,35328,384,44160
3,N,T,35328,384,384,44160,384,44160
2,N,T,35328,768,384,35328,768,44160
14,N,T,35712,1152,384,35712,1152,44160
4,N,T,35712,1152,384,44160,1152,44160
12,N,T,35712,1153,384,35712,1153,44160
4,N,T,35712,1153,384,44160,1153,44160
1,N,T,35712,1920,384,35712,1920,44160
1,N,T,35712,1920,384,44160,1920,44160
9,N,T,35712,2304,384,35712,2304,44160
3,N,T,35712,2304,384,44160,2304,44160
146,N,T,35712,2688,384,35712,2688,44160
48,N,T,35712,2688,384,44160,2688,44160
132,N,T,35712,3072,384,35712,3072,44160
44,N,T,35712,3072,384,44160,3072,44160
1,N,T,35712,384,384,35712,384,44160
1,N,T,35712,384,384,44160,384,44160
9,N,T,35712,768,384,35712,768,44160
3,N,T,35712,768,384,44160,768,44160
21,N,T,36096,1152,384,36096,1152,44160
7,N,T,36096,1152,384,44160,1152,44160
12,N,T,36096,1153,384,36096,1153,44160
4,N,T,36096,1153,384,44160,1153,44160
2,N,T,36096,1536,384,36096,1536,44160
1,N,T,36096,2304,384,36096,2304,44160
1,N,T,36096,2304,384,44160,2304,44160
155,N,T,36096,2688,384,36096,2688,44160
51,N,T,36096,2688,384,44160,2688,44160
132,N,T,36096,3072,384,36096,3072,44160
44,N,T,36096,3072,384,44160,3072,44160
2,N,T,36096,384,384,36096,384,44160
1,N,T,36096,768,384,36096,768,44160
1,N,T,36096,768,384,44160,768,44160
13,N,T,36480,1152,384,36480,1152,44160
5,N,T,36480,1152,384,44160,1152,44160
12,N,T,36480,1153,384,36480,1153,44160
4,N,T,36480,1153,384,44160,1153,44160
9,N,T,36480,1536,384,36480,1536,44160
3,N,T,36480,1536,384,44160,1536,44160
2,N,T,36480,1920,384,36480,1920,44160
156,N,T,36480,2688,384,36480,2688,44160
52,N,T,36480,2688,384,44160,2688,44160
132,N,T,36480,3072,384,36480,3072,44160
44,N,T,36480,3072,384,44160,3072,44160
9,N,T,36480,384,384,36480,384,44160
3,N,T,36480,384,384,44160,384,44160
2,N,T,36480,768,384,36480,768,44160
14,N,T,36864,1152,384,36864,1152,44160
4,N,T,36864,1152,384,44160,1152,44160
12,N,T,36864,1153,384,36864,1153,44160
4,N,T,36864,1153,384,44160,1153,44160
1,N,T,36864,1536,384,36864,1536,44160
1,N,T,36864,1536,384,44160,1536,44160
9,N,T,36864,1920,384,36864,1920,44160
3,N,T,36864,1920,384,44160,1920,44160
2,N,T,36864,2304,384,36864,2304,44160
156,N,T,36864,2688,384,36864,2688,44160
52,N,T,36864,2688,384,44160,2688,44160
132,N,T,36864,3072,384,36864,3072,44160
44,N,T,36864,3072,384,44160,3072,44160
1,N,T,36864,384,384,36864,384,44160
1,N,T,36864,384,384,44160,384,44160
9,N,T,36864,768,384,36864,768,44160
3,N,T,36864,768,384,44160,768,44160
21,N,T,37248,1152,384,37248,1152,44160
7,N,T,37248,1152,384,44160,1152,44160
12,N,T,37248,1153,384,37248,1153,44160
4,N,T,37248,1153,384,44160,1153,44160
2,N,T,37248,1536,384,37248,1536,44160
1,N,T,37248,1920,384,37248,1920,44160
1,N,T,37248,1920,384,44160,1920,44160
9,N,T,37248,2304,384,37248,2304,44160
3,N,T,37248,2304,384,44160,2304,44160
158,N,T,37248,2688,384,37248,2688,44160
52,N,T,37248,2688,384,44160,2688,44160
132,N,T,37248,3072,384,37248,3072,44160
44,N,T,37248,3072,384,44160,3072,44160
1,N,T,37248,768,384,37248,768,44160
1,N,T,37248,768,384,44160,768,44160
13,N,T,37632,1152,384,37632,1152,44160
5,N,T,37632,1152,384,44160,1152,44160
12,N,T,37632,1153,384,37632,1153,44160
4,N,T,37632,1153,384,44160,1153,44160
9,N,T,37632,1536,384,37632,1536,44160
3,N,T,37632,1536,384,44160,1536,44160
2,N,T,37632,1920,384,37632,1920,44160
1,N,T,37632,2304,384,37632,2304,44160
1,N,T,37632,2304,384,44160,2304,44160
165,N,T,37632,2688,384,37632,2688,44160
55,N,T,37632,2688,384,44160,2688,44160
134,N,T,37632,3072,384,37632,3072,44160
44,N,T,37632,3072,384,44160,3072,44160
12,N,T,38016,1152,384,38016,1152,44160
4,N,T,38016,1152,384,44160,1152,44160
12,N,T,38016,1153,384,38016,1153,44160
4,N,T,38016,1153,384,44160,1153,44160
1,N,T,38016,1536,384,38016,1536,44160
1,N,T,38016,1536,384,44160,1536,44160
9,N,T,38016,1920,384,38016,1920,44160
3,N,T,38016,1920,384,44160,1920,44160
2,N,T,38016,2304,384,38016,2304,44160
157,N,T,38016,2688,384,38016,2688,44160
53,N,T,38016,2688,384,44160,2688,44160
143,N,T,38016,3072,384,38016,3072,44160
47,N,T,38016,3072,384,44160,3072,44160
2,N,T,38016,384,384,38016,384,44160
12,N,T,38400,1152,384,38400,1152,44160
4,N,T,38400,1152,384,44160,1152,44160
12,N,T,38400,1153,384,38400,1153,44160
4,N,T,38400,1153,384,44160,1153,44160
1,N,T,38400,1920,384,38400,1920,44160
1,N,T,38400,1920,384,44160,1920,44160
9,N,T,38400,2304,384,38400,2304,44160
3,N,T,38400,2304,384,44160,2304,44160
158,N,T,38400,2688,384,38400,2688,44160
52,N,T,38400,2688,384,44160,2688,44160
144,N,T,38400,3072,384,38400,3072,44160
48,N,T,38400,3072,384,44160,3072,44160
9,N,T,38400,384,384,38400,384,44160
3,N,T,38400,384,384,44160,384,44160
2,N,T,38400,768,384,38400,768,44160
12,N,T,3840,1152,384,3840,1152,44160
4,N,T,3840,1152,384,44160,1152,44160
12,N,T,3840,1153,384,3840,1153,44160
4,N,T,3840,1153,384,44160,1153,44160
2,N,T,3840,2304,384,3840,2304,44160
2,N,T,3840,2304,384,44160,2304,44160
20,N,T,3840,2688,384,3840,2688,44160
6,N,T,3840,2688,384,44160,2688,44160
2,N,T,3840,3072,384,3840,3072,44160
2,N,T,3840,384,384,3840,384,44160
2,N,T,384,1,384,384,1,44160
2,N,T,384,1,384,44160,1,44160
8,N,T,384,384,384,384,384,44160
4,N,T,384,384,384,44160,384,44160
10,N,T,384,385,384,384,385,44160
2,N,T,384,385,384,44160,385,44160
4,N,T,384,768,384,384,768,44160
14,N,T,38784,1152,384,38784,1152,44160
4,N,T,38784,1152,384,44160,1152,44160
12,N,T,38784,1153,384,38784,1153,44160
4,N,T,38784,1153,384,44160,1153,44160
1,N,T,38784,2304,384,38784,2304,44160
1,N,T,38784,2304,384,44160,2304,44160
167,N,T,38784,2688,384,38784,2688,44160
55,N,T,38784,2688,384,44160,2688,44160
144,N,T,38784,3072,384,38784,3072,44160
48,N,T,38784,3072,384,44160,3072,44160
3,N,T,38784,384,384,38784,384,44160
1,N,T,38784,384,384,44160,384,44160
9,N,T,38784,768,384,38784,768,44160
3,N,T,38784,768,384,44160,768,44160
21,N,T,39168,1152,384,39168,1152,44160
7,N,T,39168,1152,384,44160,1152,44160
12,N,T,39168,1153,384,39168,1153,44160
4,N,T,39168,1153,384,44160,1153,44160
2,N,T,39168,1536,384,39168,1536,44160
168,N,T,39168,2688,384,39168,2688,44160
56,N,T,39168,2688,384,44160,2688,44160
144,N,T,39168,3072,384,39168,3072,44160
48,N,T,39168,3072,384,44160,3072,44160
9,N,T,39168,384,384,39168,384,44160
3,N,T,39168,384,384,44160,384,44160
3,N,T,39168,768,384,39168,768,44160
1,N,T,39168,768,384,44160,768,44160
15,N,T,39552,1152,384,39552,1152,44160
5,N,T,39552,1152,384,44160,1152,44160
12,N,T,39552,1153,384,39552,1153,44160
4,N,T,39552,1153,384,44160,1153,44160
9,N,T,39552,1536,384,39552,1536,44160
3,N,T,39552,1536,384,44160,1536,44160
2,N,T,39552,1920,384,39552,1920,44160
168,N,T,39552,2688,384,39552,2688,44160
56,N,T,39552,2688,384,44160,2688,44160
144,N,T,39552,3072,384,39552,3072,44160
48,N,T,39552,3072,384,44160,3072,44160
1,N,T,39552,384,384,39552,384,44160
1,N,T,39552,384,384,44160,384,44160
9,N,T,39552,768,384,39552,768,44160
3,N,T,39552,768,384,44160,768,44160
21,N,T,39936,1152,384,39936,1152,44160
7,N,T,39936,1152,384,44160,1152,44160
12,N,T,39936,1153,384,39936,1153,44160
4,N,T,39936,1153,384,44160,1153,44160
3,N,T,39936,1536,384,39936,1536,44160
1,N,T,39936,1536,384,44160,1536,44160
9,N,T,39936,1920,384,39936,1920,44160
3,N,T,39936,1920,384,44160,1920,44160
2,N,T,39936,2304,384,39936,2304,44160
168,N,T,39936,2688,384,39936,2688,44160
56,N,T,39936,2688,384,44160,2688,44160
144,N,T,39936,3072,384,39936,3072,44160
48,N,T,39936,3072,384,44160,3072,44160
1,N,T,39936,768,384,39936,768,44160
1,N,T,39936,768,384,44160,768,44160
13,N,T,40320,1152,384,40320,1152,44160
5,N,T,40320,1152,384,44160,1152,44160
12,N,T,40320,1153,384,40320,1153,44160
4,N,T,40320,1153,384,44160,1153,44160
9,N,T,40320,1536,384,40320,1536,44160
3,N,T,40320,1536,384,44160,1536,44160
3,N,T,40320,1920,384,40320,1920,44160
1,N,T,40320,1920,384,44160,1920,44160
9,N,T,40320,2304,384,40320,2304,44160
3,N,T,40320,2304,384,44160,2304,44160
170,N,T,40320,2688,384,40320,2688,44160
56,N,T,40320,2688,384,44160,2688,44160
144,N,T,40320,3072,384,40320,3072,44160
48,N,T,40320,3072,384,44160,3072,44160
12,N,T,40704,1152,384,40704,1152,44160
4,N,T,40704,1152,384,44160,1152,44160
12,N,T,40704,1153,384,40704,1153,44160
4,N,T,40704,1153,384,44160,1153,44160
1,N,T,40704,1536,384,40704,1536,44160
1,N,T,40704,1536,384,44160,1536,44160
9,N,T,40704,1920,384,40704,1920,44160
3,N,T,40704,1920,384,44160,1920,44160
3,N,T,40704,2304,384,40704,2304,44160
1,N,T,40704,2304,384,44160,2304,44160
177,N,T,40704,2688,384,40704,2688,44160
59,N,T,40704,2688,384,44160,2688,44160
146,N,T,40704,3072,384,40704,3072,44160
48,N,T,40704,3072,384,44160,3072,44160
12,N,T,41088,1152,384,41088,1152,44160
4,N,T,41088,1152,384,44160,1152,44160
12,N,T,41088,1153,384,41088,1153,44160
4,N,T,41088,1153,384,44160,1153,44160
1,N,T,41088,1920,384,41088,1920,44160
1,N,T,41088,1920,384,44160,1920,44160
9,N,T,41088,2304,384,41088,2304,44160
3,N,T,41088,2304,384,44160,2304,44160
171,N,T,41088,2688,384,41088,2688,44160
57,N,T,41088,2688,384,44160,2688,44160
155,N,T,41088,3072,384,41088,3072,44160
51,N,T,41088,3072,384,44160,3072,44160
2,N,T,41088,384,384,41088,384,44160
12,N,T,41472,1152,384,41472,1152,44160
4,N,T,41472,1152,384,44160,1152,44160
12,N,T,41472,1153,384,41472,1153,44160
4,N,T,41472,1153,384,44160,1153,44160
1,N,T,41472,2304,384,41472,2304,44160
1,N,T,41472,2304,384,44160,2304,44160
179,N,T,41472,2688,384,41472,2688,44160
59,N,T,41472,2688,384,44160,2688,44160
156,N,T,41472,3072,384,41472,3072,44160
52,N,T,41472,3072,384,44160,3072,44160
11,N,T,41472,384,384,41472,384,44160
3,N,T,41472,384,384,44160,384,44160
2,N,T,41472,768,384,41472,768,44160
14,N,T,41856,1152,384,41856,1152,44160
4,N,T,41856,1152,384,44160,1152,44160
12,N,T,41856,1153,384,41856,1153,44160
4,N,T,41856,1153,384,44160,1153,44160
180,N,T,41856,2688,384,41856,2688,44160
60,N,T,41856,2688,384,44160,2688,44160
156,N,T,41856,3072,384,41856,3072,44160
52,N,T,41856,3072,384,44160,3072,44160
10,N,T,41856,384,384,41856,384,44160
4,N,T,41856,384,384,44160,384,44160
11,N,T,41856,768,384,41856,768,44160
3,N,T,41856,768,384,44160,768,44160
23,N,T,42240,1152,384,42240,1152,44160
7,N,T,42240,1152,384,44160,1152,44160
12,N,T,42240,1153,384,42240,1153,44160
4,N,T,42240,1153,384,44160,1153,44160
2,N,T,42240,1536,384,42240,1536,44160
180,N,T,42240,2688,384,42240,2688,44160
60,N,T,42240,2688,384,44160,2688,44160
156,N,T,42240,3072,384,42240,3072,44160
52,N,T,42240,3072,384,44160,3072,44160
1,N,T,42240,384,384,42240,384,44160
1,N,T,42240,384,384,44160,384,44160
10,N,T,42240,768,384,42240,768,44160
4,N,T,42240,768,384,44160,768,44160
12,N,T,4224,1152,384,4224,1152,44160
4,N,T,4224,1152,384,44160,1152,44160
12,N,T,4224,1153,384,4224,1153,44160
4,N,T,4224,1153,384,44160,1153,44160
