counts,transA,transB,M,N,K,lda,ldb,ldc
3,N,T,21248,256,256,44288,256,44288
2,N,T,21248,512,256,21248,512,44288
12,N,T,21504,1280,256,21504,1280,44288
4,N,T,21504,1280,256,44288,1280,44288
12,N,T,21504,1281,256,21504,1281,44288
4,N,T,21504,1281,256,44288,1281,44288
1,N,T,21504,1536,256,21504,1536,44288
1,N,T,21504,1536,256,44288,1536,44288
141,N,T,21504,1792,256,21504,1792,44288
47,N,T,21504,1792,256,44288,1792,44288
110,N,T,21504,2048,256,21504,2048,44288
36,N,T,21504,2048,256,44288,2048,44288
1,N,T,21504,256,256,21504,256,44288
1,N,T,21504,256,256,44288,256,44288
9,N,T,21504,512,256,21504,512,44288
3,N,T,21504,512,256,44288,512,44288
2,N,T,21504,768,256,21504,768,44288
2,N,T,21760,1024,256,21760,1024,44288
12,N,T,21760,1280,256,21760,1280,44288
4,N,T,21760,1280,256,44288,1280,44288
12,N,T,21760,1281,256,21760,1281,44288
4,N,T,21760,1281,256,44288,1281,44288
133,N,T,21760,1792,256,21760,1792,44288
45,N,T,21760,1792,256,44288,1792,44288
119,N,T,21760,2048,256,21760,2048,44288
39,N,T,21760,2048,256,44288,2048,44288
2,N,T,21760,256,256,21760,256,44288
1,N,T,21760,512,256,21760,512,44288
1,N,T,21760,512,256,44288,512,44288
9,N,T,21760,768,256,21760,768,44288
3,N,T,21760,768,256,44288,768,44288
9,N,T,22016,1024,256,22016,1024,44288
3,N,T,22016,1024,256,44288,1024,44288
14,N,T,22016,1280,256,22016,1280,44288
4,N,T,22016,1280,256,44288,1280,44288
12,N,T,22016,1281,256,22016,1281,44288
4,N,T,22016,1281,256,44288,1281,44288
132,N,T,22016,1792,256,22016,1792,44288
44,N,T,22016,1792,256,44288,1792,44288
120,N,T,22016,2048,256,22016,2048,44288
40,N,T,22016,2048,256,44288,2048,44288
9,N,T,22016,256,256,22016,256,44288
3,N,T,22016,256,256,44288,256,44288
2,N,T,22016,512,256,22016,512,44288
1,N,T,22016,768,256,22016,768,44288
1,N,T,22016,768,256,44288,768,44288
1,N,T,22272,1024,256,22272,1024,44288
1,N,T,22272,1024,256,44288,1024,44288
21,N,T,22272,1280,256,22272,1280,44288
7,N,T,22272,1280,256,44288,1280,44288
12,N,T,22272,1281,256,22272,1281,44288
4,N,T,22272,1281,256,44288,1281,44288
2,N,T,22272,1536,256,22272,1536,44288
132,N,T,22272,1792,256,22272,1792,44288
44,N,T,22272,1792,256,44288,1792,44288
120,N,T,22272,2048,256,22272,2048,44288
40,N,T,22272,2048,256,44288,2048,44288
1,N,T,22272,256,256,22272,256,44288
1,N,T,22272,256,256,44288,256,44288
9,N,T,22272,512,256,22272,512,44288
3,N,T,22272,512,256,44288,512,44288
2,N,T,22272,768,256,22272,768,44288
2,N,T,22528,1024,256,22528,1024,44288
13,N,T,22528,1280,256,22528,1280,44288
5,N,T,22528,1280,256,44288,1280,44288
12,N,T,22528,1281,256,22528,1281,44288
4,N,T,22528,1281,256,44288,1281,44288
9,N,T,22528,1536,256,22528,1536,44288
3,N,T,22528,1536,256,44288,1536,44288
134,N,T,22528,1792,256,22528,1792,44288
44,N,T,22528,1792,256,44288,1792,44288
120,N,T,22528,2048,256,22528,2048,44288
40,N,T,22528,2048,256,44288,2048,44288
1,N,T,22528,512,256,22528,512,44288
1,N,T,22528,512,256,44288,512,44288
9,N,T,22528,768,256,22528,768,44288
3,N,T,22528,768,256,44288,768,44288
9,N,T,22784,1024,256,22784,1024,44288
3,N,T,22784,1024,256,44288,1024,44288
14,N,T,22784,1280,256,22784,1280,44288
4,N,T,22784,1280,256,44288,1280,44288
12,N,T,22784,1281,256,22784,1281,44288
4,N,T,22784,1281,256,44288,1281,44288
1,N,T,22784,1536,256,22784,1536,44288
1,N,T,22784,1536,256,44288,1536,44288
143,N,T,22784,1792,256,22784,1792,44288
47,N,T,22784,1792,256,44288,1792,44288
120,N,T,22784,2048,256,22784,2048,44288
40,N,T,22784,2048,256,44288,2048,44288
2,N,T,22784,256,256,22784,256,44288
1,N,T,22784,768,256,22784,768,44288
1,N,T,22784,768,256,44288,768,44288
1,N,T,23040,1024,256,23040,1024,44288
1,N,T,23040,1024,256,44288,1024,44288
21,N,T,23040,1280,256,23040,1280,44288
7,N,T,23040,1280,256,44288,1280,44288
12,N,T,23040,1281,256,23040,1281,44288
4,N,T,23040,1281,256,44288,1281,44288
2,N,T,23040,1536,256,23040,1536,44288
144,N,T,23040,1792,256,23040,1792,44288
48,N,T,23040,1792,256,44288,1792,44288
120,N,T,23040,2048,256,23040,2048,44288
40,N,T,23040,2048,256,44288,2048,44288
9,N,T,23040,256,256,23040,256,44288
3,N,T,23040,256,256,44288,256,44288
2,N,T,23040,512,256,23040,512,44288
18,N,T,2304,1024,256,2304,1024,44288
6,N,T,2304,1024,256,44288,1024,44288
16,N,T,2304,1280,256,2304,1280,44288
4,N,T,2304,1280,256,44288,1280,44288
12,N,T,2304,1281,256,2304,1281,44288
4,N,T,2304,1281,256,44288,1281,44288
2,N,T,2304,768,256,2304,768,44288
2,N,T,2304,768,256,44288,768,44288
13,N,T,23296,1280,256,23296,1280,44288
5,N,T,23296,1280,256,44288,1280,44288
12,N,T,23296,1281,256,23296,1281,44288
4,N,T,23296,1281,256,44288,1281,44288
9,N,T,23296,1536,256,23296,1536,44288
3,N,T,23296,1536,256,44288,1536,44288
146,N,T,23296,1792,256,23296,1792,44288
48,N,T,23296,1792,256,44288,1792,44288
120,N,T,23296,2048,256,23296,2048,44288
40,N,T,23296,2048,256,44288,2048,44288
1,N,T,23296,256,256,23296,256,44288
1,N,T,23296,256,256,44288,256,44288
9,N,T,23296,512,256,23296,512,44288
3,N,T,23296,512,256,44288,512,44288
2,N,T,23296,768,256,23296,768,44288
2,N,T,23552,1024,256,23552,1024,44288
12,N,T,23552,1280,256,23552,1280,44288
4,N,T,23552,1280,256,44288,1280,44288
12,N,T,23552,1281,256,23552,1281,44288
4,N,T,23552,1281,256,44288,1281,44288
1,N,T,23552,1536,256,23552,1536,44288
1,N,T,23552,1536,256,44288,1536,44288
153,N,T,23552,1792,256,23552,1792,44288
51,N,T,23552,1792,256,44288,1792,44288
122,N,T,23552,2048,256,23552,2048,44288
40,N,T,23552,2048,256,44288,2048,44288
1,N,T,23552,512,256,23552,512,44288
1,N,T,23552,512,256,44288,512,44288
9,N,T,23552,768,256,23552,768,44288
3,N,T,23552,768,256,44288,768,44288
9,N,T,23808,1024,256,23808,1024,44288
3,N,T,23808,1024,256,44288,1024,44288
14,N,T,23808,1280,256,23808,1280,44288
4,N,T,23808,1280,256,44288,1280,44288
12,N,T,23808,1281,256,23808,1281,44288
4,N,T,23808,1281,256,44288,1281,44288
145,N,T,23808,1792,256,23808,1792,44288
49,N,T,23808,1792,256,44288,1792,44288
131,N,T,23808,2048,256,23808,2048,44288
43,N,T,23808,2048,256,44288,2048,44288
2,N,T,23808,256,256,23808,256,44288
1,N,T,23808,768,256,23808,768,44288
1,N,T,23808,768,256,44288,768,44288
1,N,T,24064,1024,256,24064,1024,44288
1,N,T,24064,1024,256,44288,1024,44288
21,N,T,24064,1280,256,24064,1280,44288
7,N,T,24064,1280,256,44288,1280,44288
12,N,T,24064,1281,256,24064,1281,44288
4,N,T,24064,1281,256,44288,1281,44288
2,N,T,24064,1536,256,24064,1536,44288
144,N,T,24064,1792,256,24064,1792,44288
48,N,T,24064,1792,256,44288,1792,44288
132,N,T,24064,2048,256,24064,2048,44288
44,N,T,24064,2048,256,44288,2048,44288
9,N,T,24064,256,256,24064,256,44288
3,N,T,24064,256,256,44288,256,44288
2,N,T,24064,512,256,24064,512,44288
13,N,T,24320,1280,256,24320,1280,44288
5,N,T,24320,1280,256,44288,1280,44288
12,N,T,24320,1281,256,24320,1281,44288
4,N,T,24320,1281,256,44288,1281,44288
9,N,T,24320,1536,256,24320,1536,44288
3,N,T,24320,1536,256,44288,1536,44288
146,N,T,24320,1792,256,24320,1792,44288
48,N,T,24320,1792,256,44288,1792,44288
132,N,T,24320,2048,256,24320,2048,44288
44,N,T,24320,2048,256,44288,2048,44288
1,N,T,24320,256,256,24320,256,44288
1,N,T,24320,256,256,44288,256,44288
9,N,T,24320,512,256,24320,512,44288
3,N,T,24320,512,256,44288,512,44288
2,N,T,24320,768,256,24320,768,44288
2,N,T,24576,1024,256,24576,1024,44288
12,N,T,24576,1280,256,24576,1280,44288
4,N,T,24576,1280,256,44288,1280,44288
12,N,T,24576,1281,256,24576,1281,44288
4,N,T,24576,1281,256,44288,1281,44288
1,N,T,24576,1536,256,24576,1536,44288
1,N,T,24576,1536,256,44288,1536,44288
155,N,T,24576,1792,256,24576,1792,44288
51,N,T,24576,1792,256,44288,1792,44288
132,N,T,24576,2048,256,24576,2048,44288
44,N,T,24576,2048,256,44288,2048,44288
2,N,T,24576,256,256,24576,256,44288
1,N,T,24576,512,256,24576,512,44288
1,N,T,24576,512,256,44288,512,44288
9,N,T,24576,768,256,24576,768,44288
3,N,T,24576,768,256,44288,768,44288
9,N,T,24832,1024,256,24832,1024,44288
3,N,T,24832,1024,256,44288,1024,44288
14,N,T,24832,1280,256,24832,1280,44288
4,N,T,24832,1280,256,44288,1280,44288
12,N,T,24832,1281,256,24832,1281,44288
4,N,T,24832,1281,256,44288,1281,44288
156,N,T,24832,1792,256,24832,1792,44288
52,N,T,24832,1792,256,44288,1792,44288
132,N,T,24832,2048,256,24832,2048,44288
44,N,T,24832,2048,256,44288,2048,44288
9,N,T,24832,256,256,24832,256,44288
3,N,T,24832,256,256,44288,256,44288
2,N,T,24832,512,256,24832,512,44288
1,N,T,24832,768,256,24832,768,44288
1,N,T,24832,768,256,44288,768,44288
1,N,T,25088,1024,256,25088,1024,44288
1,N,T,25088,1024,256,44288,1024,44288
21,N,T,25088,1280,256,25088,1280,44288
7,N,T,25088,1280,256,44288,1280,44288
12,N,T,25088,1281,256,25088,1281,44288
4,N,T,25088,1281,256,44288,1281,44288
2,N,T,25088,1536,256,25088,1536,44288
156,N,T,25088,1792,256,25088,1792,44288
52,N,T,25088,1792,256,44288,1792,44288
132,N,T,25088,2048,256,25088,2048,44288
44,N,T,25088,2048,256,44288,2048,44288
1,N,T,25088,256,256,25088,256,44288
1,N,T,25088,256,256,44288,256,44288
9,N,T,25088,512,256,25088,512,44288
3,N,T,25088,512,256,44288,512,44288
2,N,T,25088,768,256,25088,768,44288
2,N,T,25344,1024,256,25344,1024,44288
13,N,T,25344,1280,256,25344,1280,44288
5,N,T,25344,1280,256,44288,1280,44288
12,N,T,25344,1281,256,25344,1281,44288
4,N,T,25344,1281,256,44288,1281,44288
9,N,T,25344,1536,256,25344,1536,44288
3,N,T,25344,1536,256,44288,1536,44288
158,N,T,25344,1792,256,25344,1792,44288
52,N,T,25344,1792,256,44288,1792,44288
132,N,T,25344,2048,256,25344,2048,44288
44,N,T,25344,2048,256,44288,2048,44288
1,N,T,25344,512,256,25344,512,44288
1,N,T,25344,512,256,44288,512,44288
9,N,T,25344,768,256,25344,768,44288
3,N,T,25344,768,256,44288,768,44288
9,N,T,25600,1024,256,25600,1024,44288
3,N,T,25600,1024,256,44288,1024,44288
14,N,T,25600,1280,256,25600,1280,44288
4,N,T,25600,1280,256,44288,1280,44288
12,N,T,25600,1281,256,25600,1281,44288
4,N,T,25600,1281,256,44288,1281,44288
1,N,T,25600,1536,256,25600,1536,44288
1,N,T,25600,1536,256,44288,1536,44288
165,N,T,25600,1792,256,25600,1792,44288
55,N,T,25600,1792,256,44288,1792,44288
134,N,T,25600,2048,256,25600,2048,44288
44,N,T,25600,2048,256,44288,2048,44288
1,N,T,25600,768,256,25600,768,44288
1,N,T,25600,768,256,44288,768,44288
2,N,T,2560,1024,256,2560,1024,44288
2,N,T,2560,1024,256,44288,1024,44288
30,N,T,2560,1280,256,2560,1280,44288
10,N,T,2560,1280,256,44288,1280,44288
12,N,T,2560,1281,256,2560,1281,44288
4,N,T,2560,1281,256,44288,1281,44288
4,N,T,2560,1536,256,2560,1536,44288
2,N,T,256,1,256,256,1,44288
2,N,T,256,1,256,44288,1,44288
8,N,T,256,256,256,256,256,44288
4,N,T,256,256,256,44288,256,44288
10,N,T,256,257,256,256,257,44288
2,N,T,256,257,256,44288,257,44288
4,N,T,256,512,256,256,512,44288
1,N,T,25856,1024,256,25856,1024,44288
1,N,T,25856,1024,256,44288,1024,44288
21,N,T,25856,1280,256,25856,1280,44288
7,N,T,25856,1280,256,44288,1280,44288
12,N,T,25856,1281,256,25856,1281,44288
4,N,T,25856,1281,256,44288,1281,44288
2,N,T,25856,1536,256,25856,1536,44288
157,N,T,25856,1792,256,25856,1792,44288
53,N,T,25856,1792,256,44288,1792,44288
143,N,T,25856,2048,256,25856,2048,44288
47,N,T,25856,2048,256,44288,2048,44288
2,N,T,25856,256,256,25856,256,44288
13,N,T,26112,1280,256,26112,1280,44288
5,N,T,26112,1280,256,44288,1280,44288
12,N,T,26112,1281,256,26112,1281,44288
4,N,T,26112,1281,256,44288,1281,44288
9,N,T,26112,1536,256,26112,1536,44288
3,N,T,26112,1536,256,44288,1536,44288
158,N,T,26112,1792,256,26112,1792,44288
52,N,T,26112,1792,256,44288,1792,44288
144,N,T,26112,2048,256,26112,2048,44288
48,N,T,26112,2048,256,44288,2048,44288
9,N,T,26112,256,256,26112,256,44288
3,N,T,26112,256,256,44288,256,44288
2,N,T,26112,512,256,26112,512,44288
12,N,T,26368,1280,256,26368,1280,44288
4,N,T,26368,1280,256,44288,1280,44288
12,N,T,26368,1281,256,26368,1281,44288
4,N,T,26368,1281,256,44288,1281,44288
1,N,T,26368,1536,256,26368,1536,44288
1,N,T,26368,1536,256,44288,1536,44288
167,N,T,26368,1792,256,26368,1792,44288
55,N,T,26368,1792,256,44288,1792,44288
144,N,T,26368,2048,256,26368,2048,44288
48,N,T,26368,2048,256,44288,2048,44288
3,N,T,26368,256,256,26368,256,44288
1,N,T,26368,256,256,44288,256,44288
9,N,T,26368,512,256,26368,512,44288
3,N,T,26368,512,256,44288,512,44288
2,N,T,26368,768,256,26368,768,44288
2,N,T,26624,1024,256,26624,1024,44288
12,N,T,26624,1280,256,26624,1280,44288
4,N,T,26624,1280,256,44288,1280,44288
12,N,T,26624,1281,256,26624,1281,44288
4,N,T,26624,1281,256,44288,1281,44288
168,N,T,26624,1792,256,26624,1792,44288
56,N,T,26624,1792,256,44288,1792,44288
144,N,T,26624,2048,256,26624,2048,44288
48,N,T,26624,2048,256,44288,2048,44288
9,N,T,26624,256,256,26624,256,44288
3,N,T,26624,256,256,44288,256,44288
3,N,T,26624,512,256,26624,512,44288
1,N,T,26624,512,256,44288,512,44288
9,N,T,26624,768,256,26624,768,44288
3,N,T,26624,768,256,44288,768,44288
9,N,T,26880,1024,256,26880,1024,44288
3,N,T,26880,1024,256,44288,1024,44288
14,N,T,26880,1280,256,26880,1280,44288
4,N,T,26880,1280,256,44288,1280,44288
12,N,T,26880,1281,256,26880,1281,44288
4,N,T,26880,1281,256,44288,1281,44288
168,N,T,26880,1792,256,26880,1792,44288
56,N,T,26880,1792,256,44288,1792,44288
144,N,T,26880,2048,256,26880,2048,44288
48,N,T,26880,2048,256,44288,2048,44288
1,N,T,26880,256,256,26880,256,44288
1,N,T,26880,256,256,44288,256,44288
9,N,T,26880,512,256,26880,512,44288
3,N,T,26880,512,256,44288,512,44288
3,N,T,26880,768,256,26880,768,44288
1,N,T,26880,768,256,44288,768,44288
3,N,T,27136,1024,256,27136,1024,44288
1,N,T,27136,1024,256,44288,1024,44288
21,N,T,27136,1280,256,27136,1280,44288
7,N,T,27136,1280,256,44288,1280,44288
12,N,T,27136,1281,256,27136,1281,44288
4,N,T,27136,1281,256,44288,1281,44288
2,N,T,27136,1536,256,27136,1536,44288
168,N,T,27136,1792,256,27136,1792,44288
56,N,T,27136,1792,256,44288,1792,44288
144,N,T,27136,2048,256,27136,2048,44288
48,N,T,27136,2048,256,44288,2048,44288
1,N,T,27136,512,256,27136,512,44288
1,N,T,27136,512,256,44288,512,44288
9,N,T,27136,768,256,27136,768,44288
3,N,T,27136,768,256,44288,768,44288
9,N,T,27392,1024,256,27392,1024,44288
3,N,T,27392,1024,256,44288,1024,44288
15,N,T,27392,1280,256,27392,1280,44288
5,N,T,27392,1280,256,44288,1280,44288
12,N,T,27392,1281,256,27392,1281,44288
4,N,T,27392,1281,256,44288,1281,44288
9,N,T,27392,1536,256,27392,1536,44288
3,N,T,27392,1536,256,44288,1536,44288
170,N,T,27392,1792,256,27392,1792,44288
56,N,T,27392,1792,256,44288,1792,44288
144,N,T,27392,2048,256,27392,2048,44288
48,N,T,27392,2048,256,44288,2048,44288
1,N,T,27392,768,256,27392,768,44288
1,N,T,27392,768,256,44288,768,44288
1,N,T,27648,1024,256,27648,1024,44288
1,N,T,27648,1024,256,44288,1024,44288
21,N,T,27648,1280,256,27648,1280,44288
7,N,T,27648,1280,256,44288,1280,44288
12,N,T,27648,1281,256,27648,1281,44288
4,N,T,27648,1281,256,44288,1281,44288
3,N,T,27648,1536,256,27648,1536,44288
1,N,T,27648,1536,256,44288,1536,44288
177,N,T,27648,1792,256,27648,1792,44288
59,N,T,27648,1792,256,44288,1792,44288
146,N,T,27648,2048,256,27648,2048,44288
48,N,T,27648,2048,256,44288,2048,44288
13,N,T,27904,1280,256,27904,1280,44288
5,N,T,27904,1280,256,44288,1280,44288
12,N,T,27904,1281,256,27904,1281,44288
4,N,T,27904,1281,256,44288,1281,44288
9,N,T,27904,1536,256,27904,1536,44288
3,N,T,27904,1536,256,44288,1536,44288
171,N,T,27904,1792,256,27904,1792,44288
57,N,T,27904,1792,256,44288,1792,44288
155,N,T,27904,2048,256,27904,2048,44288
51,N,T,27904,2048,256,44288,2048,44288
2,N,T,27904,256,256,27904,256,44288
12,N,T,28160,1280,256,28160,1280,44288
4,N,T,28160,1280,256,44288,1280,44288
12,N,T,28160,1281,256,28160,1281,44288
4,N,T,28160,1281,256,44288,1281,44288
1,N,T,28160,1536,256,28160,1536,44288
1,N,T,28160,1536,256,44288,1536,44288
179,N,T,28160,1792,256,28160,1792,44288
59,N,T,28160,1792,256,44288,1792,44288
156,N,T,28160,2048,256,28160,2048,44288
52,N,T,28160,2048,256,44288,2048,44288
11,N,T,28160,256,256,28160,256,44288
3,N,T,28160,256,256,44288,256,44288
2,N,T,28160,512,256,28160,512,44288
14,N,T,2816,1280,256,2816,1280,44288
6,N,T,2816,1280,256,44288,1280,44288
12,N,T,2816,1281,256,2816,1281,44288
4,N,T,2816,1281,256,44288,1281,44288
18,N,T,2816,1536,256,2816,1536,44288
6,N,T,2816,1536,256,44288,1536,44288
4,N,T,2816,1792,256,2816,1792,44288
12,N,T,28416,1280,256,28416,1280,44288
4,N,T,28416,1280,256,44288,1280,44288
12,N,T,28416,1281,256,28416,1281,44288
4,N,T,28416,1281,256,44288,1281,44288
180,N,T,28416,1792,256,28416,1792,44288
60,N,T,28416,1792,256,44288,1792,44288
156,N,T,28416,2048,256,28416,2048,44288
52,N,T,28416,2048,256,44288,2048,44288
10,N,T,28416,256,256,28416,256,44288
4,N,T,28416,256,256,44288,256,44288
11,N,T,28416,512,256,28416,512,44288
3,N,T,28416,512,256,44288,512,44288
2,N,T,28416,768,256,28416,768,44288
2,N,T,28672,1024,256,28672,1024,44288
12,N,T,28672,1280,256,28672,1280,44288
4,N,T,28672,1280,256,44288,1280,44288
12,N,T,28672,1281,256,28672,1281,44288
4,N,T,28672,1281,256,44288,1281,44288
180,N,T,28672,1792,256,28672,1792,44288
60,N,T,28672,1792,256,44288,1792,44288
156,N,T,28672,2048,256,28672,2048,44288
52,N,T,28672,2048,256,44288,2048,44288
1,N,T,28672,256,256,28672,256,44288
1,N,T,28672,256,256,44288,256,44288
10,N,T,28672,512,256,28672,512,44288
4,N,T,28672,512,256,44288,512,44288
11,N,T,28672,768,256,28672,768,44288
3,N,T,28672,768,256,44288,768,44288
11,N,T,28928,1024,256,28928,1024,44288
3,N,T,28928,1024,256,44288,1024,44288
14,N,T,28928,1280,256,28928,1280,44288
4,N,T,28928,1280,256,44288,1280,44288
12,N,T,28928,1281,256,28928,1281,44288
4,N,T,28928,1281,256,44288,1281,44288
180,N,T,28928,1792,256,28928,1792,44288
60,N,T,28928,1792,256,44288,1792,44288
156,N,T,28928,2048,256,28928,2048,44288
52,N,T,28928,2048,256,44288,2048,44288
1,N,T,28928,512,256,28928,512,44288
1,N,T,28928,512,256,44288,512,44288
10,N,T,28928,768,256,28928,768,44288
4,N,T,28928,768,256,44288,768,44288
10,N,T,29184,1024,256,29184,1024,44288
4,N,T,29184,1024,256,44288,1024,44288
23,N,T,29184,1280,256,29184,1280,44288
7,N,T,29184,1280,256,44288,1280,44288
12,N,T,29184,1281,256,29184,1281,44288
4,N,T,29184,1281,256,44288,1281,44288
2,N,T,29184,1536,256,29184,1536,44288
180,N,T,29184,1792,256,29184,1792,44288
60,N,T,29184,1792,256,44288,1792,44288
156,N,T,29184,2048,256,29184,2048,44288
52,N,T,29184,2048,256,44288,2048,44288
1,N,T,29184,768,256,29184,768,44288
1,N,T,29184,768,256,44288,768,44288
1,N,T,29440,1024,256,29440,1024,44288
1,N,T,29440,1024,256,44288,1024,44288
22,N,T,29440,1280,256,29440,1280,44288
8,N,T,29440,1280,256,44288,1280,44288
12,N,T,29440,1281,256,29440,1281,44288
4,N,T,29440,1281,256,44288,1281,44288
11,N,T,29440,1536,256,29440,1536,44288
3,N,T,29440,1536,256,44288,1536,44288
182,N,T,29440,1792,256,29440,1792,44288
60,N,T,29440,1792,256,44288,1792,44288
156,N,T,29440,2048,256,29440,2048,44288
52,N,T,29440,2048,256,44288,2048,44288
13,N,T,29696,1280,256,29696,1280,44288
5,N,T,29696,1280,256,44288,1280,44288
12,N,T,29696,1281,256,29696,1281,44288
4,N,T,29696,1281,256,44288,1281,44288
10,N,T,29696,1536,256,29696,1536,44288
4,N,T,29696,1536,256,44288,1536,44288
191,N,T,29696,1792,256,29696,1792,44288
63,N,T,29696,1792,256,44288,1792,44288
158,N,T,29696,2048,256,29696,2048,44288
52,N,T,29696,2048,256,44288,2048,44288
12,N,T,29952,1280,256,29952,1280,44288
4,N,T,29952,1280,256,44288,1280,44288
12,N,T,29952,1281,256,29952,1281,44288
4,N,T,29952,1281,256,44288,1281,44288
1,N,T,29952,1536,256,29952,1536,44288
1,N,T,29952,1536,256,44288,1536,44288
192,N,T,29952,1792,256,29952,1792,44288
64,N,T,29952,1792,256,44288,1792,44288
167,N,T,29952,2048,256,29952,2048,44288
55,N,T,29952,2048,256,44288,2048,44288
4,N,T,29952,256,256,29952,256,44288
12,N,T,30208,1280,256,30208,1280,44288
4,N,T,30208,1280,256,44288,1280,44288
12,N,T,30208,1281,256,30208,1281,44288
4,N,T,30208,1281,256,44288,1281,44288
192,N,T,30208,1792,256,30208,1792,44288
64,N,T,30208,1792,256,44288,1792,44288
168,N,T,30208,2048,256,30208,2048,44288
56,N,T,30208,2048,256,44288,2048,44288
18,N,T,30208,256,256,30208,256,44288
6,N,T,30208,256,256,44288,256,44288
4,N,T,30208,512,256,30208,512,44288
12,N,T,30464,1280,256,30464,1280,44288
4,N,T,30464,1280,256,44288,1280,44288
12,N,T,30464,1281,256,30464,1281,44288
4,N,T,30464,1281,256,44288,1281,44288
192,N,T,30464,1792,256,30464,1792,44288
64,N,T,30464,1792,256,44288,1792,44288
168,N,T,30464,2048,256,30464,2048,44288
56,N,T,30464,2048,256,44288,2048,44288
2,N,T,30464,256,256,30464,256,44288
2,N,T,30464,256,256,44288,256,44288
18,N,T,30464,512,256,30464,512,44288
6,N,T,30464,512,256,44288,512,44288
4,N,T,30464,768,256,30464,768,44288
4,N,T,30720,1024,256,30720,1024,44288
12,N,T,30720,1280,256,30720,1280,44288
4,N,T,30720,1280,256,44288,1280,44288
12,N,T,30720,1281,256,30720,1281,44288
4,N,T,30720,1281,256,44288,1281,44288
192,N,T,30720,1792,256,30720,1792,44288
64,N,T,30720,1792,256,44288,1792,44288
168,N,T,30720,2048,256,30720,2048,44288
56,N,T,30720,2048,256,44288,2048,44288
2,N,T,30720,512,256,30720,512,44288
2,N,T,30720,512,256,44288,512,44288
18,N,T,30720,768,256,30720,768,44288
6,N,T,30720,768,256,44288,768,44288
12,N,T,3072,1280,256,3072,1280,44288
4,N,T,3072,1280,256,44288,1280,44288
12,N,T,3072,1281,256,3072,1281,44288
4,N,T,3072,1281,256,44288,1281,44288
2,N,T,3072,1536,256,3072,1536,44288
2,N,T,3072,1536,256,44288,1536,44288
20,N,T,3072,1792,256,3072,1792,44288
6,N,T,3072,1792,256,44288,1792,44288
2,N,T,3072,2048,256,3072,2048,44288
2,N,T,3072,256,256,3072,256,44288
18,N,T,30976,1024,256,30976,1024,44288
6,N,T,30976,1024,256,44288,1024,44288
16,N,T,30976,1280,256,30976,1280,44288
4,N,T,30976,1280,256,44288,1280,44288
12,N,T,30976,1281,256,30976,1281,44288
4,N,T,30976,1281,256,44288,1281,44288
192,N,T,30976,1792,256,30976,1792,44288
64,N,T,30976,1792,256,44288,1792,44288
168,N,T,30976,2048,256,30976,2048,44288
56,N,T,30976,2048,256,44288,2048,44288
2,N,T,30976,768,256,30976,768,44288
2,N,T,30976,768,256,44288,768,44288
2,N,T,31232,1024,256,31232,1024,44288
2,N,T,31232,1024,256,44288,1024,44288
30,N,T,31232,1280,256,31232,1280,44288
10,N,T,31232,1280,256,44288,1280,44288
12,N,T,31232,1281,256,31232,1281,44288
4,N,T,31232,1281,256,44288,1281,44288
4,N,T,31232,1536,256,31232,1536,44288
192,N,T,31232,1792,256,31232,1792,44288
64,N,T,31232,1792,256,44288,1792,44288
168,N,T,31232,2048,256,31232,2048,44288
56,N,T,31232,2048,256,44288,2048,44288
14,N,T,31488,1280,256,31488,1280,44288
6,N,T,31488,1280,256,44288,1280,44288
12,N,T,31488,1281,256,31488,1281,44288
4,N,T,31488,1281,256,44288,1281,44288
18,N,T,31488,1536,256,31488,1536,44288
6,N,T,31488,1536,256,44288,1536,44288
196,N,T,31488,1792,256,31488,1792,44288
64,N,T,31488,1792,256,44288,1792,44288
168,N,T,31488,2048,256,31488,2048,44288
56,N,T,31488,2048,256,44288,2048,44288
12,N,T,31744,1280,256,31744,1280,44288
4,N,T,31744,1280,256,44288,1280,44288
12,N,T,31744,1281,256,31744,1281,44288
4,N,T,31744,1281,256,44288,1281,44288
2,N,T,31744,1536,256,31744,1536,44288
2,N,T,31744,1536,256,44288,1536,44288
212,N,T,31744,1792,256,31744,1792,44288
70,N,T,31744,1792,256,44288,1792,44288
170,N,T,31744,2048,256,31744,2048,44288
56,N,T,31744,2048,256,44288,2048,44288
2,N,T,31744,256,256,31744,256,44288
12,N,T,32000,1280,256,32000,1280,44288
4,N,T,32000,1280,256,44288,1280,44288
12,N,T,32000,1281,256,32000,1281,44288
4,N,T,32000,1281,256,44288,1281,44288
205,N,T,32000,1792,256,32000,1792,44288
69,N,T,32000,1792,256,44288,1792,44288
179,N,T,32000,2048,256,32000,2048,44288
59,N,T,32000,2048,256,44288,2048,44288
11,N,T,32000,256,256,32000,256,44288
3,N,T,32000,256,256,44288,256,44288
2,N,T,32000,512,256,32000,512,44288
12,N,T,32256,1280,256,32256,1280,44288
4,N,T,32256,1280,256,44288,1280,44288
12,N,T,32256,1281,256,32256,1281,44288
4,N,T,32256,1281,256,44288,1281,44288
204,N,T,32256,1792,256,32256,1792,44288
68,N,T,32256,1792,256,44288,1792,44288
180,N,T,32256,2048,256,32256,2048,44288
60,N,T,32256,2048,256,44288,2048,44288
10,N,T,32256,256,256,32256,256,44288
4,N,T,32256,256,256,44288,256,44288
11,N,T,32256,512,256,32256,512,44288
3,N,T,32256,512,256,44288,512,44288
