counts,transA,transB,M,N,K,lda,ldb,ldc
1,N,T,29184,16896,256,44800,16896,44800
1,N,T,29184,16897,256,44800,16897,44800
2,N,T,29184,3072,256,29184,3072,44800
2,N,T,29184,3072,256,44800,3072,44800
2,N,T,29184,9216,256,29184,9216,44800
2,N,T,29184,9216,256,44800,9216,44800
1,N,T,29440,16897,256,29440,16897,44800
1,N,T,29440,17152,256,29440,17152,44800
1,N,T,29440,17152,256,44800,17152,44800
1,N,T,29440,17153,256,44800,17153,44800
2,N,T,29440,3072,256,29440,3072,44800
2,N,T,29440,3072,256,44800,3072,44800
2,N,T,29440,9216,256,29440,9216,44800
2,N,T,29440,9216,256,44800,9216,44800
1,N,T,29696,17153,256,29696,17153,44800
1,N,T,29696,17408,256,29696,17408,44800
1,N,T,29696,17408,256,44800,17408,44800
1,N,T,29696,17409,256,44800,17409,44800
2,N,T,29696,3072,256,29696,3072,44800
2,N,T,29696,3072,256,44800,3072,44800
2,N,T,29696,9216,256,29696,9216,44800
2,N,T,29696,9216,256,44800,9216,44800
1,N,T,29952,17409,256,29952,17409,44800
1,N,T,29952,17664,256,29952,17664,44800
1,N,T,29952,17664,256,44800,17664,44800
1,N,T,29952,17665,256,44800,17665,44800
2,N,T,29952,3072,256,29952,3072,44800
2,N,T,29952,3072,256,44800,3072,44800
2,N,T,29952,9216,256,29952,9216,44800
2,N,T,29952,9216,256,44800,9216,44800
1,N,T,30208,17665,256,30208,17665,44800
1,N,T,30208,17920,256,30208,17920,44800
1,N,T,30208,17920,256,44800,17920,44800
1,N,T,30208,17921,256,44800,17921,44800
2,N,T,30208,3072,256,30208,3072,44800
2,N,T,30208,3072,256,44800,3072,44800
2,N,T,30208,9216,256,30208,9216,44800
2,N,T,30208,9216,256,44800,9216,44800
1,N,T,30464,17921,256,30464,17921,44800
1,N,T,30464,18176,256,30464,18176,44800
1,N,T,30464,18176,256,44800,18176,44800
1,N,T,30464,18177,256,44800,18177,44800
2,N,T,30464,3072,256,30464,3072,44800
2,N,T,30464,3072,256,44800,3072,44800
2,N,T,30464,9216,256,30464,9216,44800
2,N,T,30464,9216,256,44800,9216,44800
1,N,T,30720,18177,256,30720,18177,44800
1,N,T,30720,18432,256,30720,18432,44800
1,N,T,30720,18432,256,44800,18432,44800
1,N,T,30720,18433,256,44800,18433,44800
2,N,T,30720,3072,256,30720,3072,44800
2,N,T,30720,3072,256,44800,3072,44800
2,N,T,30720,9216,256,30720,9216,44800
2,N,T,30720,9216,256,44800,9216,44800
1,N,T,3072,1,256,44800,1,44800
1,N,T,3072,2817,256,3072,2817,44800
1,N,T,3072,3072,256,3072,3072,44800
2,N,T,3072,3072,256,44800,3072,44800
1,N,T,30976,18433,256,30976,18433,44800
1,N,T,30976,18688,256,30976,18688,44800
1,N,T,30976,18688,256,44800,18688,44800
1,N,T,30976,18689,256,44800,18689,44800
2,N,T,30976,3072,256,30976,3072,44800
2,N,T,30976,3072,256,44800,3072,44800
2,N,T,30976,9216,256,30976,9216,44800
2,N,T,30976,9216,256,44800,9216,44800
1,N,T,31232,18689,256,31232,18689,44800
1,N,T,31232,18944,256,31232,18944,44800
1,N,T,31232,18944,256,44800,18944,44800
1,N,T,31232,18945,256,44800,18945,44800
2,N,T,31232,3072,256,31232,3072,44800
2,N,T,31232,3072,256,44800,3072,44800
2,N,T,31232,9216,256,31232,9216,44800
2,N,T,31232,9216,256,44800,9216,44800
1,N,T,31488,18945,256,31488,18945,44800
1,N,T,31488,19200,256,31488,19200,44800
1,N,T,31488,19200,256,44800,19200,44800
1,N,T,31488,19201,256,44800,19201,44800
2,N,T,31488,3072,256,31488,3072,44800
2,N,T,31488,3072,256,44800,3072,44800
2,N,T,31488,9216,256,31488,9216,44800
2,N,T,31488,9216,256,44800,9216,44800
1,N,T,31744,19201,256,31744,19201,44800
1,N,T,31744,19456,256,31744,19456,44800
1,N,T,31744,19456,256,44800,19456,44800
1,N,T,31744,19457,256,44800,19457,44800
2,N,T,31744,3072,256,31744,3072,44800
2,N,T,31744,3072,256,44800,3072,44800
2,N,T,31744,9216,256,31744,9216,44800
2,N,T,31744,9216,256,44800,9216,44800
1,N,T,32000,19457,256,32000,19457,44800
1,N,T,32000,19712,256,32000,19712,44800
1,N,T,32000,19712,256,44800,19712,44800
1,N,T,32000,19713,256,44800,19713,44800
2,N,T,32000,3072,256,32000,3072,44800
2,N,T,32000,3072,256,44800,3072,44800
2,N,T,32000,9216,256,32000,9216,44800
2,N,T,32000,9216,256,44800,9216,44800
1,N,T,32256,19713,256,32256,19713,44800
1,N,T,32256,19968,256,32256,19968,44800
1,N,T,32256,19968,256,44800,19968,44800
1,N,T,32256,19969,256,44800,19969,44800
2,N,T,32256,3072,256,32256,3072,44800
2,N,T,32256,3072,256,44800,3072,44800
2,N,T,32256,9216,256,32256,9216,44800
2,N,T,32256,9216,256,44800,9216,44800
1,N,T,32512,19969,256,32512,19969,44800
1,N,T,32512,20224,256,32512,20224,44800
1,N,T,32512,20224,256,44800,20224,44800
1,N,T,32512,20225,256,44800,20225,44800
2,N,T,32512,3072,256,32512,3072,44800
2,N,T,32512,3072,256,44800,3072,44800
2,N,T,32512,9216,256,32512,9216,44800
2,N,T,32512,9216,256,44800,9216,44800
1,N,T,32768,20225,256,32768,20225,44800
1,N,T,32768,20480,256,32768,20480,44800
1,N,T,32768,20480,256,44800,20480,44800
1,N,T,32768,20481,256,44800,20481,44800
2,N,T,32768,3072,256,32768,3072,44800
2,N,T,32768,3072,256,44800,3072,44800
2,N,T,32768,9216,256,32768,9216,44800
2,N,T,32768,9216,256,44800,9216,44800
1,N,T,33024,20481,256,33024,20481,44800
1,N,T,33024,20736,256,33024,20736,44800
1,N,T,33024,20736,256,44800,20736,44800
1,N,T,33024,20737,256,44800,20737,44800
2,N,T,33024,3072,256,33024,3072,44800
2,N,T,33024,3072,256,44800,3072,44800
2,N,T,33024,9216,256,33024,9216,44800
2,N,T,33024,9216,256,44800,9216,44800
1,N,T,33280,20737,256,33280,20737,44800
1,N,T,33280,20992,256,33280,20992,44800
1,N,T,33280,20992,256,44800,20992,44800
1,N,T,33280,20993,256,44800,20993,44800
2,N,T,33280,3072,256,33280,3072,44800
2,N,T,33280,3072,256,44800,3072,44800
2,N,T,33280,9216,256,33280,9216,44800
2,N,T,33280,9216,256,44800,9216,44800
1,N,T,3328,1,256,3328,1,44800
1,N,T,3328,256,256,3328,256,44800
1,N,T,3328,256,256,44800,256,44800
1,N,T,3328,257,256,44800,257,44800
2,N,T,3328,3072,256,3328,3072,44800
2,N,T,3328,3072,256,44800,3072,44800
1,N,T,33536,20993,256,33536,20993,44800
1,N,T,33536,21248,256,33536,21248,44800
1,N,T,33536,21248,256,44800,21248,44800
1,N,T,33536,21249,256,44800,21249,44800
2,N,T,33536,3072,256,33536,3072,44800
2,N,T,33536,3072,256,44800,3072,44800
2,N,T,33536,9216,256,33536,9216,44800
2,N,T,33536,9216,256,44800,9216,44800
1,N,T,33792,21249,256,33792,21249,44800
1,N,T,33792,21504,256,33792,21504,44800
1,N,T,33792,21504,256,44800,21504,44800
1,N,T,33792,21505,256,44800,21505,44800
2,N,T,33792,3072,256,33792,3072,44800
2,N,T,33792,3072,256,44800,3072,44800
2,N,T,33792,9216,256,33792,9216,44800
2,N,T,33792,9216,256,44800,9216,44800
1,N,T,34048,21505,256,34048,21505,44800
1,N,T,34048,21760,256,34048,21760,44800
1,N,T,34048,21760,256,44800,21760,44800
1,N,T,34048,21761,256,44800,21761,44800
2,N,T,34048,3072,256,34048,3072,44800
2,N,T,34048,3072,256,44800,3072,44800
2,N,T,34048,9216,256,34048,9216,44800
2,N,T,34048,9216,256,44800,9216,44800
1,N,T,34304,21761,256,34304,21761,44800
1,N,T,34304,22016,256,34304,22016,44800
1,N,T,34304,22016,256,44800,22016,44800
1,N,T,34304,22017,256,44800,22017,44800
2,N,T,34304,3072,256,34304,3072,44800
2,N,T,34304,3072,256,44800,3072,44800
2,N,T,34304,9216,256,34304,9216,44800
2,N,T,34304,9216,256,44800,9216,44800
1,N,T,34560,22017,256,34560,22017,44800
1,N,T,34560,22272,256,34560,22272,44800
1,N,T,34560,22272,256,44800,22272,44800
1,N,T,34560,22273,256,44800,22273,44800
2,N,T,34560,3072,256,34560,3072,44800
2,N,T,34560,3072,256,44800,3072,44800
2,N,T,34560,9216,256,34560,9216,44800
2,N,T,34560,9216,256,44800,9216,44800
1,N,T,34816,22273,256,34816,22273,44800
1,N,T,34816,22528,256,34816,22528,44800
1,N,T,34816,22528,256,44800,22528,44800
1,N,T,34816,22529,256,44800,22529,44800
2,N,T,34816,3072,256,34816,3072,44800
2,N,T,34816,3072,256,44800,3072,44800
2,N,T,34816,9216,256,34816,9216,44800
2,N,T,34816,9216,256,44800,9216,44800
1,N,T,35072,22529,256,35072,22529,44800
1,N,T,35072,22784,256,35072,22784,44800
1,N,T,35072,22784,256,44800,22784,44800
1,N,T,35072,22785,256,44800,22785,44800
2,N,T,35072,3072,256,35072,3072,44800
2,N,T,35072,3072,256,44800,3072,44800
2,N,T,35072,9216,256,35072,9216,44800
2,N,T,35072,9216,256,44800,9216,44800
1,N,T,35328,22785,256,35328,22785,44800
1,N,T,35328,23040,256,35328,23040,44800
1,N,T,35328,23040,256,44800,23040,44800
1,N,T,35328,23041,256,44800,23041,44800
2,N,T,35328,3072,256,35328,3072,44800
2,N,T,35328,3072,256,44800,3072,44800
2,N,T,35328,9216,256,35328,9216,44800
2,N,T,35328,9216,256,44800,9216,44800
1,N,T,35584,23041,256,35584,23041,44800
1,N,T,35584,23296,256,35584,23296,44800
1,N,T,35584,23296,256,44800,23296,44800
1,N,T,35584,23297,256,44800,23297,44800
2,N,T,35584,3072,256,35584,3072,44800
2,N,T,35584,3072,256,44800,3072,44800
2,N,T,35584,9216,256,35584,9216,44800
2,N,T,35584,9216,256,44800,9216,44800
1,N,T,35840,23297,256,35840,23297,44800
1,N,T,35840,23552,256,35840,23552,44800
1,N,T,35840,23552,256,44800,23552,44800
1,N,T,35840,23553,256,44800,23553,44800
2,N,T,35840,3072,256,35840,3072,44800
2,N,T,35840,3072,256,44800,3072,44800
2,N,T,35840,9216,256,35840,9216,44800
2,N,T,35840,9216,256,44800,9216,44800
1,N,T,3584,257,256,3584,257,44800
2,N,T,3584,3072,256,3584,3072,44800
2,N,T,3584,3072,256,44800,3072,44800
1,N,T,3584,512,256,3584,512,44800
1,N,T,3584,512,256,44800,512,44800
1,N,T,3584,513,256,44800,513,44800
1,N,T,36096,23553,256,36096,23553,44800
1,N,T,36096,23808,256,36096,23808,44800
1,N,T,36096,23808,256,44800,23808,44800
1,N,T,36096,23809,256,44800,23809,44800
2,N,T,36096,3072,256,36096,3072,44800
2,N,T,36096,3072,256,44800,3072,44800
2,N,T,36096,9216,256,36096,9216,44800
2,N,T,36096,9216,256,44800,9216,44800
1,N,T,36352,23809,256,36352,23809,44800
1,N,T,36352,24064,256,36352,24064,44800
1,N,T,36352,24064,256,44800,24064,44800
1,N,T,36352,24065,256,44800,24065,44800
2,N,T,36352,3072,256,36352,3072,44800
2,N,T,36352,3072,256,44800,3072,44800
2,N,T,36352,9216,256,36352,9216,44800
2,N,T,36352,9216,256,44800,9216,44800
1,N,T,36608,24065,256,36608,24065,44800
1,N,T,36608,24320,256,36608,24320,44800
1,N,T,36608,24320,256,44800,24320,44800
1,N,T,36608,24321,256,44800,24321,44800
2,N,T,36608,3072,256,36608,3072,44800
2,N,T,36608,3072,256,44800,3072,44800
2,N,T,36608,9216,256,36608,9216,44800
2,N,T,36608,9216,256,44800,9216,44800
1,N,T,36864,24321,256,36864,24321,44800
1,N,T,36864,24576,256,36864,24576,44800
1,N,T,36864,24576,256,44800,24576,44800
1,N,T,36864,24577,256,44800,24577,44800
2,N,T,36864,3072,256,36864,3072,44800
2,N,T,36864,3072,256,44800,3072,44800
2,N,T,36864,9216,256,36864,9216,44800
2,N,T,36864,9216,256,44800,9216,44800
1,N,T,37120,24577,256,37120,24577,44800
1,N,T,37120,24832,256,37120,24832,44800
1,N,T,37120,24832,256,44800,24832,44800
1,N,T,37120,24833,256,44800,24833,44800
2,N,T,37120,3072,256,37120,3072,44800
2,N,T,37120,3072,256,44800,3072,44800
2,N,T,37120,9216,256,37120,9216,44800
2,N,T,37120,9216,256,44800,9216,44800
1,N,T,37376,24833,256,37376,24833,44800
1,N,T,37376,25088,256,37376,25088,44800
1,N,T,37376,25088,256,44800,25088,44800
1,N,T,37376,25089,256,44800,25089,44800
2,N,T,37376,3072,256,37376,3072,44800
2,N,T,37376,3072,256,44800,3072,44800
2,N,T,37376,9216,256,37376,9216,44800
2,N,T,37376,9216,256,44800,9216,44800
1,N,T,37632,25089,256,37632,25089,44800
1,N,T,37632,25344,256,37632,25344,44800
1,N,T,37632,25344,256,44800,25344,44800
1,N,T,37632,25345,256,44800,25345,44800
2,N,T,37632,3072,256,37632,3072,44800
2,N,T,37632,3072,256,44800,3072,44800
2,N,T,37632,9216,256,37632,9216,44800
2,N,T,37632,9216,256,44800,9216,44800
1,N,T,37888,25345,256,37888,25345,44800
1,N,T,37888,25600,256,37888,25600,44800
1,N,T,37888,25600,256,44800,25600,44800
1,N,T,37888,25601,256,44800,25601,44800
2,N,T,37888,3072,256,37888,3072,44800
2,N,T,37888,3072,256,44800,3072,44800
2,N,T,37888,9216,256,37888,9216,44800
2,N,T,37888,9216,256,44800,9216,44800
1,N,T,38144,25601,256,38144,25601,44800
1,N,T,38144,25856,256,38144,25856,44800
1,N,T,38144,25856,256,44800,25856,44800
1,N,T,38144,25857,256,44800,25857,44800
2,N,T,38144,3072,256,38144,3072,44800
2,N,T,38144,3072,256,44800,3072,44800
2,N,T,38144,9216,256,38144,9216,44800
2,N,T,38144,9216,256,44800,9216,44800
1,N,T,38400,25857,256,38400,25857,44800
1,N,T,38400,26112,256,38400,26112,44800
1,N,T,38400,26112,256,44800,26112,44800
1,N,T,38400,26113,256,44800,26113,44800
2,N,T,38400,3072,256,38400,3072,44800
2,N,T,38400,3072,256,44800,3072,44800
2,N,T,38400,9216,256,38400,9216,44800
2,N,T,38400,9216,256,44800,9216,44800
2,N,T,3840,3072,256,3840,3072,44800
2,N,T,3840,3072,256,44800,3072,44800
1,N,T,3840,513,256,3840,513,44800
1,N,T,3840,768,256,3840,768,44800
1,N,T,3840,768,256,44800,768,44800
1,N,T,3840,769,256,44800,769,44800
1,N,T,38656,26113,256,38656,26113,44800
1,N,T,38656,26368,256,38656,26368,44800
1,N,T,38656,26368,256,44800,26368,44800
1,N,T,38656,26369,256,44800,26369,44800
2,N,T,38656,3072,256,38656,3072,44800
2,N,T,38656,3072,256,44800,3072,44800
2,N,T,38656,9216,256,38656,9216,44800
2,N,T,38656,9216,256,44800,9216,44800
1,N,T,38912,26369,256,38912,26369,44800
1,N,T,38912,26624,256,38912,26624,44800
1,N,T,38912,26624,256,44800,26624,44800
1,N,T,38912,26625,256,44800,26625,44800
2,N,T,38912,3072,256,38912,3072,44800
2,N,T,38912,3072,256,44800,3072,44800
2,N,T,38912,9216,256,38912,9216,44800
2,N,T,38912,9216,256,44800,9216,44800
1,N,T,39168,26625,256,39168,26625,44800
1,N,T,39168,26880,256,39168,26880,44800
1,N,T,39168,26880,256,44800,26880,44800
1,N,T,39168,26881,256,44800,26881,44800
2,N,T,39168,3072,256,39168,3072,44800
2,N,T,39168,3072,256,44800,3072,44800
2,N,T,39168,9216,256,39168,9216,44800
2,N,T,39168,9216,256,44800,9216,44800
1,N,T,39424,26881,256,39424,26881,44800
1,N,T,39424,27136,256,39424,27136,44800
1,N,T,39424,27136,256,44800,27136,44800
1,N,T,39424,27137,256,44800,27137,44800
2,N,T,39424,3072,256,39424,3072,44800
2,N,T,39424,3072,256,44800,3072,44800
2,N,T,39424,9216,256,39424,9216,44800
2,N,T,39424,9216,256,44800,9216,44800
1,N,T,39680,27137,256,39680,27137,44800
1,N,T,39680,27392,256,39680,27392,44800
1,N,T,39680,27392,256,44800,27392,44800
1,N,T,39680,27393,256,44800,27393,44800
2,N,T,39680,3072,256,39680,3072,44800
2,N,T,39680,3072,256,44800,3072,44800
2,N,T,39680,9216,256,39680,9216,44800
2,N,T,39680,9216,256,44800,9216,44800
1,N,T,39936,1,256,44800,1,44800
1,N,T,39936,27393,256,39936,27393,44800
1,N,T,39936,27648,256,39936,27648,44800
2,N,T,39936,27648,256,44800,27648,44800
2,N,T,39936,3072,256,39936,3072,44800
2,N,T,39936,3072,256,44800,3072,44800
2,N,T,39936,9216,256,39936,9216,44800
2,N,T,39936,9216,256,44800,9216,44800
1,N,T,40192,1,256,40192,1,44800
1,N,T,40192,256,256,40192,256,44800
1,N,T,40192,256,256,44800,256,44800
1,N,T,40192,257,256,44800,257,44800
2,N,T,40192,27648,256,40192,27648,44800
2,N,T,40192,27648,256,44800,27648,44800
2,N,T,40192,3072,256,40192,3072,44800
2,N,T,40192,3072,256,44800,3072,44800
2,N,T,40192,9216,256,40192,9216,44800
2,N,T,40192,9216,256,44800,9216,44800
1,N,T,40448,257,256,40448,257,44800
2,N,T,40448,27648,256,40448,27648,44800
2,N,T,40448,27648,256,44800,27648,44800
2,N,T,40448,3072,256,40448,3072,44800
2,N,T,40448,3072,256,44800,3072,44800
1,N,T,40448,512,256,40448,512,44800
1,N,T,40448,512,256,44800,512,44800
1,N,T,40448,513,256,44800,513,44800
2,N,T,40448,9216,256,40448,9216,44800
2,N,T,40448,9216,256,44800,9216,44800
2,N,T,40704,27648,256,40704,27648,44800
2,N,T,40704,27648,256,44800,27648,44800
2,N,T,40704,3072,256,40704,3072,44800
2,N,T,40704,3072,256,44800,3072,44800
1,N,T,40704,513,256,40704,513,44800
1,N,T,40704,768,256,40704,768,44800
1,N,T,40704,768,256,44800,768,44800
1,N,T,40704,769,256,44800,769,44800
2,N,T,40704,9216,256,40704,9216,44800
2,N,T,40704,9216,256,44800,9216,44800
1,N,T,40960,1024,256,40960,1024,44800
1,N,T,40960,1024,256,44800,1024,44800
1,N,T,40960,1025,256,44800,1025,44800
2,N,T,40960,27648,256,40960,27648,44800
2,N,T,40960,27648,256,44800,27648,44800
2,N,T,40960,3072,256,40960,3072,44800
2,N,T,40960,3072,256,44800,3072,44800
1,N,T,40960,769,256,40960,769,44800
2,N,T,40960,9216,256,40960,9216,44800
2,N,T,40960,9216,256,44800,9216,44800
1,N,T,4096,1024,256,4096,1024,44800
1,N,T,4096,1024,256,44800,1024,44800
1,N,T,4096,1025,256,44800,1025,44800
2,N,T,4096,3072,256,4096,3072,44800
2,N,T,4096,3072,256,44800,3072,44800
1,N,T,4096,769,256,4096,769,44800
1,N,T,41216,1025,256,41216,1025,44800
1,N,T,41216,1280,256,41216,1280,44800
1,N,T,41216,1280,256,44800,1280,44800
1,N,T,41216,1281,256,44800,1281,44800
2,N,T,41216,27648,256,41216,27648,44800
2,N,T,41216,27648,256,44800,27648,44800
2,N,T,41216,3072,256,41216,3072,44800
2,N,T,41216,3072,256,44800,3072,44800
2,N,T,41216,9216,256,41216,9216,44800
2,N,T,41216,9216,256,44800,9216,44800
1,N,T,41472,1281,256,41472,1281,44800
1,N,T,41472,1536,256,41472,1536,44800
1,N,T,41472,1536,256,44800,1536,44800
1,N,T,41472,1537,256,44800,1537,44800
2,N,T,41472,27648,256,41472,27648,44800
2,N,T,41472,27648,256,44800,27648,44800
2,N,T,41472,3072,256,41472,3072,44800
2,N,T,41472,3072,256,44800,3072,44800
2,N,T,41472,9216,256,41472,9216,44800
2,N,T,41472,9216,256,44800,9216,44800
1,N,T,41728,1537,256,41728,1537,44800
1,N,T,41728,1792,256,41728,1792,44800
1,N,T,41728,1792,256,44800,1792,44800
1,N,T,41728,1793,256,44800,1793,44800
2,N,T,41728,27648,256,41728,27648,44800
2,N,T,41728,27648,256,44800,27648,44800
2,N,T,41728,3072,256,41728,3072,44800
2,N,T,41728,3072,256,44800,3072,44800
2,N,T,41728,9216,256,41728,9216,44800
2,N,T,41728,9216,256,44800,9216,44800
1,N,T,41984,1793,256,41984,1793,44800
1,N,T,41984,2048,256,41984,2048,44800
1,N,T,41984,2048,256,44800,2048,44800
1,N,T,41984,2049,256,44800,2049,44800
2,N,T,41984,27648,256,41984,27648,44800
2,N,T,41984,27648,256,44800,27648,44800
2,N,T,41984,3072,256,41984,3072,44800
2,N,T,41984,3072,256,44800,3072,44800
2,N,T,41984,9216,256,41984,9216,44800
2,N,T,41984,9216,256,44800,9216,44800
1,N,T,42240,2049,256,42240,2049,44800
1,N,T,42240,2304,256,42240,2304,44800
1,N,T,42240,2304,256,44800,2304,44800
1,N,T,42240,2305,256,44800,2305,44800
2,N,T,42240,27648,256,42240,27648,44800
2,N,T,42240,27648,256,44800,27648,44800
2,N,T,42240,3072,256,42240,3072,44800
2,N,T,42240,3072,256,44800,3072,44800
2,N,T,42240,9216,256,42240,9216,44800
2,N,T,42240,9216,256,44800,9216,44800
1,N,T,42496,2305,256,42496,2305,44800
1,N,T,42496,2560,256,42496,2560,44800
1,N,T,42496,2560,256,44800,2560,44800
1,N,T,42496,2561,256,44800,2561,44800
2,N,T,42496,27648,256,42496,27648,44800
2,N,T,42496,27648,256,44800,27648,44800
2,N,T,42496,3072,256,42496,3072,44800
2,N,T,42496,3072,256,44800,3072,44800
2,N,T,42496,9216,256,42496,9216,44800
2,N,T,42496,9216,256,44800,9216,44800
1,N,T,42752,2561,256,42752,2561,44800
2,N,T,42752,27648,256,42752,27648,44800
2,N,T,42752,27648,256,44800,27648,44800
1,N,T,42752,2816,256,42752,2816,44800
1,N,T,42752,2816,256,44800,2816,44800
1,N,T,42752,2817,256,44800,2817,44800
2,N,T,42752,3072,256,42752,3072,44800
2,N,T,42752,3072,256,44800,3072,44800
2,N,T,42752,9216,256,42752,9216,44800
2,N,T,42752,9216,256,44800,9216,44800
2,N,T,43008,27648,256,43008,27648,44800
2,N,T,43008,27648,256,44800,27648,44800
1,N,T,43008,2817,256,43008,2817,44800
3,N,T,43008,3072,256,43008,3072,44800
3,N,T,43008,3072,256,44800,3072,44800
1,N,T,43008,3073,256,44800,3073,44800
2,N,T,43008,9216,256,43008,9216,44800
2,N,T,43008,9216,256,44800,9216,44800
2,N,T,43264,27648,256,43264,27648,44800
2,N,T,43264,27648,256,44800,27648,44800
2,N,T,43264,3072,256,43264,3072,44800
2,N,T,43264,3072,256,44800,3072,44800
1,N,T,43264,3073,256,43264,3073,44800
1,N,T,43264,3328,256,43264,3328,44800
1,N,T,43264,3328,256,44800,3328,44800
1,N,T,43264,3329,256,44800,3329,44800
2,N,T,43264,9216,256,43264,9216,44800
2,N,T,43264,9216,256,44800,9216,44800
2,N,T,43520,27648,256,43520,27648,44800
2,N,T,43520,27648,256,44800,27648,44800
2,N,T,43520,3072,256,43520,3072,44800
2,N,T,43520,3072,256,44800,3072,44800
1,N,T,43520,3329,256,43520,3329,44800
1,N,T,43520,3584,256,43520,3584,44800
1,N,T,43520,3584,256,44800,3584,44800
1,N,T,43520,3585,256,44800,3585,44800
2,N,T,43520,9216,256,43520,9216,44800
2,N,T,43520,9216,256,44800,9216,44800
1,N,T,4352,1025,256,4352,1025,44800
1,N,T,4352,1280,256,4352,1280,44800
1,N,T,4352,1280,256,44800,1280,44800
1,N,T,4352,1281,256,44800,1281,44800
2,N,T,4352,3072,256,4352,3072,44800
2,N,T,4352,3072,256,44800,3072,44800
2,N,T,43776,27648,256,43776,27648,44800
2,N,T,43776,27648,256,44800,27648,44800
2,N,T,43776,3072,256,43776,3072,44800
2,N,T,43776,3072,256,44800,3072,44800
1,N,T,43776,3585,256,43776,3585,44800
1,N,T,43776,3840,256,43776,3840,44800
1,N,T,43776,3840,256,44800,3840,44800
1,N,T,43776,3841,256,44800,3841,44800
2,N,T,43776,9216,256,43776,9216,44800
2,N,T,43776,9216,256,44800,9216,44800
2,N,T,44032,27648,256,44032,27648,44800
2,N,T,44032,27648,256,44800,27648,44800
2,N,T,44032,3072,256,44032,3072,44800
2,N,T,44032,3072,256,44800,3072,44800
1,N,T,44032,3841,256,44032,3841,44800
1,N,T,44032,4096,256,44032,4096,44800
1,N,T,44032,4096,256,44800,4096,44800
1,N,T,44032,4097,256,44800,4097,44800
2,N,T,44032,9216,256,44032,9216,44800
2,N,T,44032,9216,256,44800,9216,44800
2,N,T,44288,27648,256,44288,27648,44800
2,N,T,44288,27648,256,44800,27648,44800
2,N,T,44288,3072,256,44288,3072,44800
2,N,T,44288,3072,256,44800,3072,44800
1,N,T,44288,4097,256,44288,4097,44800
1,N,T,44288,4352,256,44288,4352,44800
1,N,T,44288,4352,256,44800,4352,44800
1,N,T,44288,4353,256,44800,4353,44800
2,N,T,44288,9216,256,44288,9216,44800
2,N,T,44288,9216,256,44800,9216,44800
2,N,T,44544,27648,256,44544,27648,44800
2,N,T,44544,27648,256,44800,27648,44800
2,N,T,44544,3072,256,44544,3072,44800
2,N,T,44544,3072,256,44800,3072,44800
1,N,T,44544,4353,256,44544,4353,44800
1,N,T,44544,4608,256,44544,4608,44800
1,N,T,44544,4608,256,44800,4608,44800
1,N,T,44544,4609,256,44800,4609,44800
2,N,T,44544,9216,256,44544,9216,44800
2,N,T,44544,9216,256,44800,9216,44800
1,N,T,4608,1281,256,4608,1281,44800
1,N,T,4608,1536,256,44800,1536,44800
1,N,T,4608,1536,256,4608,1536,44800
1,N,T,4608,1537,256,44800,1537,44800
2,N,T,4608,3072,256,44800,3072,44800
2,N,T,4608,3072,256,4608,3072,44800
1,N,T,4864,1537,256,4864,1537,44800
1,N,T,4864,1792,256,44800,1792,44800
1,N,T,4864,1792,256,4864,1792,44800
1,N,T,4864,1793,256,44800,1793,44800
2,N,T,4864,3072,256,44800,3072,44800
2,N,T,4864,3072,256,4864,3072,44800
1,N,T,5120,1793,256,5120,1793,44800
1,N,T,5120,2048,256,44800,2048,44800
1,N,T,5120,2048,256,5120,2048,44800
1,N,T,5120,2049,256,44800,2049,44800
2,N,T,5120,3072,256,44800,3072,44800
2,N,T,5120,3072,256,5120,3072,44800
1,N,T,512,257,256,512,257,44800
1,N,T,512,512,256,44800,512,44800
1,N,T,512,512,256,512,512,44800
1,N,T,512,513,256,44800,513,44800
1,N,T,5376,2049,256,5376,2049,44800
1,N,T,5376,2304,256,44800,2304,44800
1,N,T,5376,2304,256,5376,2304,44800
1,N,T,5376,2305,256,44800,2305,44800
2,N,T,5376,3072,256,44800,3072,44800
2,N,T,5376,3072,256,5376,3072,44800
1,N,T,5632,2305,256,5632,2305,44800
1,N,T,5632,2560,256,44800,2560,44800
1,N,T,5632,2560,256,5632,2560,44800
1,N,T,5632,2561,256,44800,2561,44800
2,N,T,5632,3072,256,44800,3072,44800
2,N,T,5632,3072,256,5632,3072,44800
1,N,T,5888,2561,256,5888,2561,44800
1,N,T,5888,2816,256,44800,2816,44800
1,N,T,5888,2816,256,5888,2816,44800
1,N,T,5888,2817,256,44800,2817,44800
2,N,T,5888,3072,256,44800,3072,44800
2,N,T,5888,3072,256,5888,3072,44800
1,N,T,6144,2817,256,6144,2817,44800
3,N,T,6144,3072,256,44800,3072,44800
3,N,T,6144,3072,256,6144,3072,44800
1,N,T,6144,3073,256,44800,3073,44800
2,N,T,6400,3072,256,44800,3072,44800
2,N,T,6400,3072,256,6400,3072,44800
1,N,T,6400,3073,256,6400,3073,44800
1,N,T,6400,3328,256,44800,3328,44800
1,N,T,6400,3328,256,6400,3328,44800
1,N,T,6400,3329,256,44800,3329,44800
2,N,T,6656,3072,256,44800,3072,44800
2,N,T,6656,3072,256,6656,3072,44800
1,N,T,6656,3329,256,6656,3329,44800
1,N,T,6656,3584,256,44800,3584,44800
1,N,T,6656,3584,256,6656,3584,44800
1,N,T,6656,3585,256,44800,3585,44800
